"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.21,0.25,0.18,0.08,0.31,0.23,0.2,0.08,0.24,0.51,0.47,0.41,0.27,0.22,0.3,0.07,-0.04,-0.21,0.28,0.06,0.4,0.37,0.31,0.11,0.35,0.22,0.2,0.01,0.27,0.37,0.24,0.42,0.38,0.49,0.51,0.34,0.35,0.54,0.47,0.35,0,0.11,0.06,-0.05
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.35,-0.03,-0.37,-0.05,0.11,-0.04,0.05,0.04,0.21,0.06,0.08,0.18,-0.07,-0.17,0.34,-0.05,-0.25,-0.22,0.2,-0.09,0.25,0.39,0.42,0.07,0.38,0.25,0.36,-0.08,0.15,0.16,0.3,0.47,0.44,0.54,0.48,0.48,0.65,0.64,0.34,0.17,0.04,0.04,-0.22,-0.21
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.57,1.66,1.59,1.56,1.56,1.54,1.55,1.59,1.48,1.53,1.52,1.5,1.5,1.52,1.46,1.42,1.43,1.24,1.14,1.34,1.13,1.23,1.06,1.14,1.28,1.16,1.05,1.18,1.18,1.12,1.1,1.05,1.04,1.09,1.04,1,0.94,1.03,1.13,1.15,1.2,1.21,1.19,1.19
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",83.53,83.37,83.39,81.37,80.54,80.74,81.16,83.26,81.09,81.39,81.42,80.93,83.58,83.91,80.43,80.59,81.09,79.4,80.88,76.81,72.7,83.45,75.27,78.73,81.03,76.81,59.89,57.91,56.95,53.98,52.7,50.43,51.82,54.32,48.28,46.85,47.36,55.44,58.85,61.47,59.8,60.11,62.34,59.56
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-47.896,-48.4734,-48.0662,-47.9187,-47.9986,-47.548,-47.2256,-46.8794,-46.5703,-47.2396,-46.8878,-46.9149,-45.4315,-45.7692,-46.76,-45.0004,-45.2993,-41.5027,-36.9894,-42.4812,-36.9327,-38.6741,-34.9275,-37.3571,-42.4735,-38.8512,-31.7621,-24.2516,-25.0679,-24.8318,-24.3704,-24.0378,-24.02,-24.4037,-24.4289,-22.9849,-23.0101,-21.6532,-22.4434,-22.675,-25.6398,-25.7689,-25.4954,-24.6279
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-9.8259,-10.4033,-9.9962,-9.8486,-9.9286,-9.47790000000001,-9.1555,-8.8094,-8.50020000000001,-9.16950000000001,-8.8177,-8.84480000000001,-7.3614,-7.6991,-8.6899,-6.9303,-7.22920000000001,-3.4326,1.08069999999999,-4.4111,1.1374,-0.604100000000003,3.14259999999999,0.712999999999994,-4.4034,-1.3573,0.970299999999998,-7.6245,-8.4408,-8.2047,-7.7433,-7.4107,-7.3929,-7.7766,-7.8019,-6.3578,-6.383,-5.0261,-5.8163,-6.0479,-9.0127,-9.1418,-8.8683,-8.0008
