"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.2,0.09,0.4,0.45,0.56,0.3,0.32,0.78,0.86,0.92,0.84,1.05,0.66,0.72,0.92,0.5,0.55,-0.02,0.08,0.65,0.37,0.45,0.5,0.18,0.08,-0.16,-0.24,-0.47,-0.47,-0.33,-0.38,-0.39,0.12,-0.1,-0.2,0.5,1.31,1.02,0.93,0.78,0.54,0.59,0.51,0.52
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.44,0.24,0.01,0.38,0.76,0.54,0.82,0.96,1.12,0.88,0.94,0.98,0.32,0.53,0.73,0.36,0.43,-0.17,-0.04,0.56,0.39,0.51,0.46,0.07,0.04,-0.11,-0.11,0.14,0.21,0.31,0.26,0.32,0.54,0.54,0.27,0.82,1.08,0.88,0.58,0.48,0.49,0.51,0.15,0.38
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.17,0.87,1.33,1.4,0.65,0.76,0.62,0.77,0.78,1.09,0.81,0.92,1,1.01,1.22,1.47,1.26,1.43,1.47,1.25,1.03,1.08,1.12,1.13,1.05,0.97,1,0.71,0.65,0.68,0.6,0.64,0.64,0.67,0.77,0.85,1,1.03,1.18,1.13,1.2,1.2,1.19,1.28
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",82.14,75.48,85.41,83.29,57.94,65.67,49.48,63.08,67.54,72.67,72.43,76.27,84.63,87.68,86.16,85.68,85.33,80.36,81.24,79.18,76.92,79.46,78.52,83.84,76.47,71.8,57.84,53.44,43.12,44.17,39.8,42.23,49.06,47.2,41.08,41.65,61.4,54.81,60.17,64.64,61.5,64.06,65.04,67.51
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-35.9478,-31.2858,-42.0556,-44.3176,-28.4886,-30.6434,-28.5549,-30.8319,-31.4213,-37.4669,-32.0447,-32.1322,-35.5461,-35.8218,-40.9507,-46.7485,-42.7487,-46.0356,-48.576,-39.5565,-33.0229,-35.8031,-37.4117,-37.5144,-34.69,-32.3242,-28.6244,-14.8919,-15.542,-15.4816,-14.7831,-17.1424,-13.9611,-14.8793,-19.8132,-18.4464,-24.3486,-24.2847,-25.5184,-23.1474,-26.3467,-26.0233,-25.8673,-25.0497
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",2.1223,6.7843,-3.9856,-6.2475,9.5814,7.4267,9.5152,7.2381,6.6488,0.603199999999994,6.0254,5.9379,2.52399999999999,2.24829999999999,-2.8806,-8.6784,-4.6786,-7.96550000000001,-10.5059,-1.4864,5.0472,2.2669,0.658399999999993,0.555699999999995,3.3801,5.1697,4.108,1.7352,1.0851,1.1455,1.844,-0.5153,2.666,1.7478,-3.1862,-1.8193,-7.7215,-7.6576,-8.8913,-6.5203,-9.7196,-9.3962,-9.2402,-8.4226
