"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.1,0.22,0.04,0.43,0.27,0.2,0.39,0.38,0.19,0,-0.05,0.1,0.17,0.06,0.24,0.18,0.23,0.14,0.16,0.17,0.39,0.45,0.46,0.43,0.4,0.44,0.56,0.43,0.42,0.37,0.56,0.39,0.61,0.63,0.59,0.8,0.66,0.6,0.38,0.71,0.59,0.51,0.41,0.66
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.99,0.93,0.93,0.87,0.88,0.91,0.99,1,1.05,1.03,1.08,1.02,1.1,1.16,1.09,1.06,1.03,1.06,1.02,1.1,1.1,1.1,1.04,1,0.98,1.01,0.96,1,1.07,1,1.01,1.11,1.02,0.97,0.9,0.94,0.9,0.94,0.96,0.95,0.91,0.91,0.92,0.85
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",88.9,93.47,90.62,88.07,85.51,86.32,87.86,86.35,88.93,86.3,88.04,84.82,85.18,86.67,85.75,85.52,84.84,84.65,88.03,88.59,87.24,89.04,87.93,85.97,86.38,87.45,78.69,79.5,77.5,75.36,79.38,76.08,72.74,79.87,65.92,70.52,74.17,70.09,78.11,80.94,79.95,82.09,79.53,78.63
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-34.1338,-32.6826,-33.2319,-31.3972,-31.3403,-32.5471,-34.3529,-35.1624,-36.0397,-36.5041,-37.9374,-37.3605,-40.2552,-41.1712,-39.1686,-38.6088,-37.8485,-37.4411,-36.9811,-39.3705,-38.5669,-38.4798,-37.9433,-36.1888,-35.4166,-36.0292,-30.5873,-20.449,-21.4814,-21.3616,-20.763,-21.2774,-20.4126,-17.1466,-19.4581,-19.9059,-19.4886,-19.6181,-18.9971,-17.3108,-18.515,-17.8357,-18.3195,-16.795
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",3.9363,5.3875,4.8381,6.67289999999999,6.7297,5.523,3.7172,2.9076,2.03039999999999,1.566,0.1327,0.709599999999995,-2.18510000000001,-3.1011,-1.0985,-0.538700000000006,0.221599999999995,0.628999999999998,1.089,-1.3004,-0.4968,-0.409799999999997,0.126799999999996,1.8813,2.65349999999999,1.46469999999999,2.1451,-3.8219,-4.8543,-4.7345,-4.1359,-4.6503,-3.7855,-0.519500000000001,-2.8311,-3.2788,-2.8615,-2.991,-2.37,-0.683700000000002,-1.8879,-1.2086,-1.6924,-0.167900000000003
