"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.4,0.94,0.26,0.46,0.32,0.44,0.4,0.1,0.14,0.1,0.32,0.28,0.56,0.7,0.31,0.4,0.5,0.2,0.35,-0.15,0.39,0.23,0.38,0.52,0.58,0.49,0.53,0.84,1.31,1.25,1.4,0.82,1.01,1.34,1.59,0.8,0.61,0.51,0.72,0.83,0.91,1.17,1.49,1.86
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.16,0.35,0.02,0.3,0.01,0.13,0.06,-0.03,0.02,-0.02,0.08,0.03,0.42,0.44,0.38,0.57,0.47,0.39,0.5,0.05,0.38,0.34,0.42,0.41,0.47,0.46,0.6,0.62,0.85,0.95,1.08,0.52,0.81,0.9,0.83,0.65,0.42,0.5,0.47,0.61,0.62,0.59,0.75,0.97
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.12,1.22,1.02,0.88,1.21,1.18,1.27,1.22,1.16,1.01,1.11,1.13,1.08,1.03,0.89,0.76,0.88,0.81,0.76,0.93,0.98,0.9,0.96,0.97,1,1.02,0.97,1.03,1,0.93,0.97,1.03,0.94,0.95,0.91,0.87,0.96,0.92,0.95,0.91,0.9,0.9,0.89,0.88
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",94.89,95.31,91.72,84.56,91.42,90.58,93.03,91.4,90.03,86.99,89.98,89.77,87.88,84.76,84.11,77.62,83.09,79.17,73.35,87.37,88.81,83.44,86.33,84.36,87.14,88.34,75.64,70.08,70.57,71.86,69.03,67.25,71.01,74.77,75.39,66.03,74.98,74.16,78.9,76.08,76.85,78.47,82.1,79.24
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-38.1781,-38.5213,-34.9291,-31.7064,-40.0487,-39.2749,-41.1274,-41.3359,-40.0954,-35.8952,-37.7474,-40.9131,-38.0575,-36.511,-31.7816,-28.1724,-31.6882,-29.9847,-28.2837,-34.0853,-34.5748,-32.4819,-35.46,-35.6706,-36.2427,-35.5586,-30.3806,-21.6544,-21.409,-18.573,-18.8849,-20.4508,-20.1981,-19.2106,-17.7049,-21.0127,-20.9205,-21.859,-20.4154,-20.6854,-19.4839,-18.4518,-17.0339,-15.8358
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-0.108000000000004,-0.4512,3.1409,6.3637,-1.9787,-1.20480000000001,-3.05730000000001,-3.2659,-2.0253,2.17489999999999,0.322699999999998,-2.843,0.0125999999999991,1.55909999999999,6.2885,9.8977,6.3819,8.0854,9.7864,3.9848,3.49529999999999,5.5881,2.6101,2.3995,1.8274,1.9353,2.3518,-5.0273,-4.7819,-1.9459,-2.2578,-3.8237,-3.571,-2.5835,-1.0779,-4.3856,-4.2934,-5.2319,-3.7883,-4.0583,-2.8568,-1.8247,-0.4068,0.791299999999998
