"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.47,0.57,-0.33,0.45,0.36,0.49,0.22,0.11,0.19,0.3,0.52,0.78,0.75,0.76,0.59,0.13,0.43,0.42,0.43,0.18,0.31,0.27,0.53,0.65,0.33,0.63,0.76,0.95,1.18,0.85,1.02,0.78,0.71,1.02,0.94,0.76,0.83,0.47,1.02,1.33,1.48,0.95,1.07,1.09
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.24,0.22,-0.28,0.24,0.06,0.16,0.03,-0.01,0.17,0.11,0.46,0.55,0.78,0.4,0.29,0.35,0.4,0.53,0.53,0.28,0.23,0.32,0.46,0.36,0.29,0.68,0.73,0.67,0.82,0.73,0.84,0.53,0.66,0.61,0.47,0.51,0.53,0.64,0.59,0.78,0.88,0.52,0.58,0.58
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.17,1.09,1.02,1.01,1.14,1.15,1.17,1.11,0.99,1.01,0.96,0.96,0.89,1.03,1.08,0.81,0.9,0.85,0.78,0.88,1.08,0.98,1.02,1.14,1.06,1.06,1.03,1.02,0.89,0.93,0.97,0.96,0.87,1.15,1.07,0.89,0.94,0.85,0.95,0.89,0.86,0.92,0.91,0.92
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",93.83,92.55,89.37,88.96,90.63,91,89.77,89.89,87.1,87.09,82.12,83.29,79.79,88.36,90.84,78.75,84.42,81.84,76.37,83.19,90.2,85.52,87.57,88.76,86.3,85.21,77.12,73.11,70.85,69.54,68.13,67.03,73.03,74.02,73.05,74.52,77.08,66.62,76.44,82.76,79.68,76.24,81.38,76.58
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-37.7999,-35.729,-34.8736,-33.181,-38.0806,-38.1063,-40.6996,-39.9685,-35.4017,-35.0519,-34.6473,-34.04,-32.2982,-33.5284,-36.7245,-30.4665,-32.9796,-31.4421,-28.3851,-32.0786,-37.3296,-36.2381,-36.062,-40.3846,-36.7742,-36.6651,-31.0549,-20.3261,-18.0964,-17.1738,-19.6478,-20.0351,-18.5484,-22.7946,-20.2892,-16.4573,-17.5785,-21.2785,-20.5202,-15.061,-15.7961,-19.4362,-16.2957,-16.1958
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",0.270199999999996,2.3411,3.1964,4.8891,-0.0105999999999966,-0.0362000000000009,-2.6295,-1.8985,2.6684,3.01819999999999,3.4228,4.0301,5.7719,4.5417,1.3456,7.6036,5.0905,6.628,9.685,5.99149999999999,0.740499999999997,1.8319,2.0081,-2.3145,1.2959,0.828799999999994,1.6775,-3.699,-1.4693,-0.546700000000001,-3.0207,-3.408,-1.9213,-6.1675,-3.6622,0.169799999999999,-0.9514,-4.6514,-3.8931,1.5661,0.831,-2.8091,0.331399999999999,0.4313
