"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.63,0.45,0.66,0.86,0.75,0.71,0.77,0.82,0.66,0.62,0.5,0.53,0.61,0.58,0.61,0.57,0.76,0.36,0.26,0.44,0.24,0.29,0.29,0.51,0.25,0.13,0.25,0.78,0.79,0.57,0.81,0.71,0.71,0.87,0.7,0.58,0.64,0.45,0.51,0.39,0.33,0.54,0.45,0.48
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.53,0.36,0.4,0.58,0.53,0.61,0.6,0.64,0.49,0.52,0.47,0.46,0.65,0.6,0.57,0.55,0.68,0.37,0.28,0.43,0.33,0.24,0.25,0.39,0.28,0.28,0.4,0.72,0.64,0.62,0.73,0.51,0.58,0.62,0.52,0.54,0.47,0.49,0.33,0.4,0.36,0.35,0.34,0.38
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.86,0.94,0.88,0.86,0.87,0.88,0.9,0.88,0.93,0.88,0.87,0.89,0.88,0.89,0.89,0.88,0.88,0.93,0.96,0.94,1.04,0.99,1.04,0.98,0.93,1.01,1.03,0.87,0.88,0.9,0.88,0.89,0.87,0.9,0.85,0.82,0.89,0.86,0.88,0.88,0.83,0.82,0.82,0.81
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.9,86.68,88.12,84.06,83.98,83.74,84.16,81.84,87.14,83.71,82.04,84.16,81.25,81.82,84.68,81.79,81.92,82.81,81.08,81.35,86.06,85.59,87.03,84.37,83.11,86.26,80.59,68.74,68.76,70.45,70.92,76.25,75.51,76.49,72.72,70.65,77.33,70.61,80.16,81.73,81.85,81.73,83.41,80.87
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-30.4956,-32.7309,-31.9701,-32.3535,-32.518,-32.5936,-32.9009,-33.069,-33.4659,-32.347,-32.3946,-32.936,-33.3961,-33.5567,-32.3195,-33.0693,-32.5774,-34.061,-36.2417,-34.7616,-38.8562,-36.7408,-38.7218,-35.724,-33.0895,-35.7715,-32.2536,-19.7966,-19.9452,-19.8926,-17.8869,-18.8788,-18.3457,-19.2147,-18.7877,-18.8536,-19.5745,-20.0783,-20.5033,-20.0768,-19.8807,-19.8406,-19.6324,-19.2428
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",7.5745,5.3392,6.0999,5.7166,5.552,5.47649999999999,5.1692,5.001,4.6042,5.7231,5.6755,5.1341,4.674,4.5134,5.7506,5.0008,5.4927,4.0091,1.82839999999999,3.3085,-0.786100000000005,1.3292,-0.651700000000005,2.3461,4.9806,1.72239999999999,0.4788,-3.1695,-3.3181,-3.2655,-1.2598,-2.2517,-1.7186,-2.5876,-2.1607,-2.2265,-2.9474,-3.4512,-3.8762,-3.4497,-3.2536,-3.2135,-3.0053,-2.6157
