"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",-0.21,0.09,-0.21,-0.17,0.1,0.06,0.02,-0.02,0.08,0.4,0.42,0.58,0.45,0.58,0.33,0.4,0.31,0.48,0.88,0.76,1,1.07,0.95,0.76,0.67,0.75,0.94,1.09,1.23,1.31,1.27,1.41,1.37,1.62,1.87,1.56,1.73,1.64,1.73,1.69,1.39,1.59,1.51,1.76
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.14,-0.16,-0.48,-0.24,-0.14,-0.19,-0.12,-0.12,0.06,-0.06,0.1,0.26,0.25,0.22,0.3,0.24,0.21,0.35,0.55,0.52,0.76,0.69,0.67,0.44,0.46,0.66,0.89,0.57,0.7,0.68,0.8,0.64,0.83,0.99,0.89,0.91,1.01,1.03,0.88,0.91,0.87,0.87,0.79,0.95
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.28,1.2,1.26,1.23,1.23,1.22,1.23,1.23,1.14,1.22,1.22,1.18,1.18,1.19,1.17,1.15,1.15,1.13,1.08,1.17,1.13,1.15,1.07,1.1,1.14,1.09,0.99,1.14,1.14,1.13,1.15,1.13,1.08,1.1,1.02,1,0.93,0.93,0.97,0.97,0.97,0.97,0.95,1.01
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",91.97,92.2,92.51,90.28,90.28,90.36,90.51,90.23,89.94,89.36,89.65,86.21,88.02,87.86,87.95,87.4,88.9,88.02,89.59,88.11,86.87,88.15,87.95,87.37,88.43,88.79,76.72,75.11,75.71,74.65,75.54,76.82,76.33,79.47,77.89,77.54,76.54,75.18,78.45,78.27,76.47,76.97,77.38,79.2
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-40.5875,-37.8838,-39.3222,-39.1296,-39.2806,-38.9705,-39.0946,-39.0375,-37.9202,-39.6,-39.3017,-39.2581,-39.1065,-39.1737,-39.3987,-38.8504,-39.1488,-37.9433,-36.7474,-39.097,-37.4482,-38.7787,-36.5158,-38.7996,-40.2432,-38.2324,-32.1956,-19.2695,-19.6554,-19.7589,-20.5394,-20.0433,-19.3188,-18.7817,-18.7405,-17.754,-17.182,-16.3653,-16.8068,-16.7704,-17.4462,-17.3694,-17.2524,-16.8385
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-2.5174,0.186299999999996,-1.2522,-1.05950000000001,-1.2106,-0.900400000000005,-1.0245,-0.967500000000001,0.149899999999995,-1.5299,-1.2316,-1.188,-1.0364,-1.1036,-1.3286,-0.780300000000004,-1.0787,0.126799999999996,1.3227,-1.0269,0.621899999999997,-0.7087,1.5543,-0.729500000000002,-2.17310000000001,-0.738500000000002,0.536799999999999,-2.6424,-3.0283,-3.1318,-3.9123,-3.4162,-2.6917,-2.1546,-2.1135,-1.1269,-0.5549,0.261799999999997,-0.1797,-0.1433,-0.819100000000002,-0.7423,-0.625300000000003,-0.211400000000001
