"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.04,0.67,0.35,0.56,0.36,0.27,0.18,0.3,0.03,0.32,0.16,0.31,0.19,0.39,0.21,0.26,0.49,0.26,0.35,0.45,0.02,0.15,0.27,0.53,0.48,0.35,0.46,0.82,0.9,0.93,0.93,1.28,0.52,1.17,1.42,0.87,1.22,0.58,0.95,0.49,0.55,0.82,0.78,1.09
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.06,0.25,0.05,0.22,0.04,0.07,0.03,0.16,0,-0.11,-0.19,0.01,0.1,0.12,0.22,0.41,0.63,0.46,0.43,0.44,0.11,0.23,0.33,0.35,0.45,0.41,0.61,0.44,0.46,0.67,0.71,0.68,0.43,0.73,0.79,0.6,0.7,0.6,0.58,0.36,0.34,0.42,0.46,0.61
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.99,1.07,1.01,1.05,1.1,1.14,1.15,1.16,1.11,1.2,1.27,1.19,1.12,1.13,1.01,0.83,0.81,0.78,0.79,0.94,1.06,0.92,0.94,1.01,0.93,0.95,0.93,1.04,1.04,0.97,1.03,1.07,0.94,1.04,0.9,0.93,0.89,0.86,0.98,0.98,0.94,0.92,0.89,0.91
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",90.71,94.25,91.9,89.48,89.76,90.28,90.46,89.66,90.05,90.65,92.77,89.4,89.8,89.07,87.28,78.53,76.4,77.54,76.84,85.62,91.03,86.98,88.15,87.01,84.84,86.62,75.71,79.41,76.15,72.47,69.31,72.43,70.66,75.54,73.08,74.92,77.24,75.15,78.17,78.49,82.65,78.64,77.7,77.32
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-34.5785,-35.8915,-34.6948,-36.4628,-37.6003,-38.2881,-38.5618,-40.0022,-37.897,-39.4136,-40.7202,-40.7796,-39.7438,-39.7066,-36.9108,-31.8683,-30.3,-28.1499,-28.1414,-32.0282,-37.35,-33.2337,-33.5698,-36.6413,-33.1683,-33.3841,-30.4775,-20.8032,-21.5305,-18.9326,-21.0341,-21.904,-20.8285,-19.4099,-18.0452,-19.4064,-18.3746,-17.9634,-19.5424,-21.8168,-19.8558,-20.0412,-20.386,-18.6059
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",3.4916,2.1786,3.3752,1.6073,0.469700000000003,-0.218000000000004,-0.491700000000002,-1.9322,0.173099999999998,-1.34350000000001,-2.6501,-2.70950000000001,-1.6737,-1.63650000000001,1.15929999999999,6.2018,7.7701,9.9202,9.9287,6.0419,0.720099999999995,4.8363,4.5003,1.4288,4.90179999999999,4.1098,2.2549,-4.1761,-4.9034,-2.3055,-4.407,-5.2769,-4.2014,-2.7828,-1.4182,-2.7793,-1.7475,-1.3363,-2.9153,-5.1897,-3.2287,-3.4141,-3.7589,-1.9788
