"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.3,0.14,0.18,0.53,0.96,0.88,0.35,0.78,1.07,1.09,0.91,0.99,0.94,0.36,0.91,0.72,0.69,0.31,0.5,0.51,0.37,0.46,0.35,0.21,0.12,0.03,-0.04,-0.34,-0.69,-0.54,-0.22,-0.51,-0.21,-0.56,-0.33,-0.14,0.11,1.02,1.22,0.56,0.29,0.3,0.35,0.23
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.53,-0.15,-0.22,0.48,0.76,0.64,0.29,0.79,1.04,0.83,0.82,1,0.97,1.09,1.04,0.69,0.73,0.34,0.42,0.49,0.56,0.43,0.4,0.04,0.04,0.01,0.11,-0.08,-0.01,0.07,0.13,0.25,0.03,-0.02,0.2,0.11,0.61,0.8,0.85,0.44,0.45,0.22,0.14,0.22
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.47,1.34,1.34,1.26,1.26,1.24,1.36,0.97,1.04,1.01,0.99,0.91,0.84,0.61,0.91,1.11,1.18,1.18,1.01,1.01,0.9,1.14,0.99,1.17,1.16,1.08,1.07,0.96,0.7,0.72,0.84,0.63,0.83,0.61,0.74,0.83,0.74,0.91,1.03,1.06,1.03,1.02,1.02,1.11
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",85.96,89.21,89.49,81.3,81.34,81.61,76.81,77.4,77.2,74.62,74.53,73.2,68.84,46.12,72.06,79.29,77.98,76.89,77.13,76.26,69.25,84.34,77.41,82.97,83.39,74.17,59.06,54.27,51.73,50.76,53.49,44.59,56.17,30.32,48.4,57.49,44.38,66.09,61.13,62.22,61.7,64.33,65.46,63.43
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-43.6161,-42.8664,-42.7999,-39.7698,-40.1183,-39.3763,-43.8557,-34.0808,-36.548,-35.9093,-35.6505,-34.8343,-32.1267,-29.269,-33.7989,-39.3617,-39.3479,-38.3068,-34.578,-32.6894,-29.9997,-36.971,-34.078,-40.2773,-40.0848,-36.197,-32.4895,-22.187,-18.177,-18.1865,-21.2537,-15.8598,-21.7873,-19.8167,-18.1856,-20.4736,-17.5528,-20.575,-19.5041,-24.5282,-24.8923,-23.8083,-23.5121,-22.612
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",-5.54600000000001,-4.7963,-4.7299,-1.6997,-2.0483,-1.3062,-5.7856,3.9892,1.52209999999999,2.16079999999999,2.4196,3.2358,5.9434,8.8011,4.27119999999999,-1.2916,-1.27780000000001,-0.236700000000006,3.49209999999999,5.3807,8.0704,1.099,3.99209999999999,-2.2072,-2.0147,1.29689999999999,0.242899999999999,-5.5599,-1.5499,-1.5594,-4.6266,0.767299999999999,-5.1602,-3.1896,-1.5586,-3.8465,-0.925700000000003,-3.9479,-2.877,-7.9011,-8.2652,-7.1812,-6.885,-5.9849
