"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",0.53,0.2,0.2,0.06,0.39,0.56,0.22,0.26,0.39,0.97,0.89,1.05,1.03,1.09,0.72,0.86,0.85,0.76,0.88,1.02,0.87,0.89,0.69,0.71,0.55,0.5,0.67,1.31,1.33,1.44,1.28,1.57,1.46,1.63,1.96,1.17,1.47,1.42,1.6,1.08,1,1.32,1.41,1.35
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.42,-0.06,-0.15,-0.09,0.1,0.17,0.05,0.1,0.28,0.36,0.5,0.51,0.61,0.61,0.56,0.51,0.56,0.51,0.63,0.7,0.69,0.5,0.49,0.4,0.38,0.56,0.77,0.8,0.88,0.88,0.95,0.78,0.84,0.99,0.87,0.7,0.87,0.94,0.83,0.67,0.69,0.73,0.72,0.69
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.14,1.23,1.2,1.22,1.21,1.18,1.14,1.11,1.04,1.08,1.04,1.07,1.01,0.97,1.01,0.99,1.02,1.02,1.03,1.05,1.09,1.07,1.08,1.09,1.1,1.1,1.07,1.04,0.99,1.05,1.05,0.96,0.95,1.05,0.99,0.91,0.93,0.86,0.91,0.92,0.91,0.9,0.89,0.98
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",89.37,92.15,91.36,89.69,91.07,90.88,89.55,89.64,89.29,90.4,89.65,89.36,89.11,88.9,88.84,89.42,89.77,88.55,86.98,86.99,88.01,87.21,87.43,87.03,87.81,86.49,74.22,72.09,72.18,74.2,69.59,79.81,80.46,78.12,81.82,79.12,79.4,76.28,80.4,79.64,78.58,79.27,78.87,83.17
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-36.8909,-38.3652,-38.1479,-39.9638,-39.9585,-38.7467,-38.0062,-37.3396,-36.6033,-36.895,-35.391,-36.038,-34.2563,-33.857,-34.7971,-34.4304,-35.0145,-35.4896,-36.1649,-36.0931,-38.123,-37.9435,-36.9963,-38.2475,-38.7149,-38.5547,-33.8251,-19.4786,-19.0006,-19.3734,-19.7711,-17.1604,-17.0726,-20.5598,-17.2942,-15.4604,-15.7412,-15.6406,-15.9873,-17.5621,-16.9196,-17.1769,-16.3869,-17.8044
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",1.17919999999999,-0.295100000000005,-0.0778999999999996,-1.8937,-1.8885,-0.676600000000001,0.0638999999999967,0.730400000000003,1.4668,1.17509999999999,2.6791,2.0321,3.81379999999999,4.2131,3.273,3.6397,3.0556,2.58049999999999,1.90519999999999,1.977,-0.0529000000000011,0.1265,1.0738,-0.177400000000006,-0.644800000000004,-1.0608,-1.0927,-2.8515,-2.3735,-2.7463,-3.144,-0.533300000000001,-0.445500000000003,-3.9327,-0.667200000000001,1.1667,0.885899999999999,0.986499999999999,0.639799999999999,-0.935000000000002,-0.2925,-0.549800000000001,0.240199999999998,-1.1773
