"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",-0.13,-0.02,0.79,0.16,0.62,0.24,0.64,0.79,0.44,0.82,0.37,0.28,0.16,0.38,0.39,0.6,0.56,0.27,0.38,0.84,1,0.91,0.54,0.59,0.66,0.09,0.34,1.06,0.87,1.21,1.15,1.4,1.29,1.37,1.58,1.34,1.64,1.52,1.17,0.85,0.22,1.09,1.12,1.16
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.14,-0.15,0.19,0.04,0.32,0.23,0.44,0.53,0.39,0.32,0.03,0.04,-0.03,0.32,0.61,0.45,0.46,0.17,0.37,0.75,0.96,0.71,0.52,0.48,0.5,0.21,0.6,0.59,0.47,0.55,0.69,0.67,0.77,1.1,1.06,1.02,1.05,0.95,0.66,0.52,0.23,0.77,0.56,0.84
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.93,1.12,1.17,1.14,0.98,0.95,0.97,1.03,1.13,1.15,1.2,1.18,1.25,1.11,1,1.32,1.2,1.3,1.39,1.31,1.11,1.22,1.13,0.94,1.02,1.03,0.99,1.03,1.24,1.17,1.12,1.12,1.14,0.8,0.78,0.93,0.86,0.95,0.9,0.98,0.97,0.87,0.87,0.92
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",78.2,85.92,92.18,84.42,88.25,82.14,87.98,87.22,86.79,88.16,88.07,87.87,87.39,78.31,80.94,83.92,86.23,83.29,84.59,84.73,81.94,80.47,78.08,82.65,83.76,84.94,69.75,73.05,74.77,76.8,76.99,77.86,73.79,76.69,71.6,70.11,74.57,70.24,76.56,74.68,78.11,70.97,80.75,74.8
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-33.1141,-36.518,-37.7568,-41.3559,-34.5386,-33.8087,-32.217,-34.7878,-37.0348,-38.5198,-39.3075,-39.589,-41.9897,-42.0412,-36.1789,-43.1614,-40.3115,-42.3977,-47.3035,-44.1701,-39.2843,-40.2829,-39.3463,-33.622,-37.1848,-37.6684,-33.886,-18.5297,-21.9118,-22.2854,-19.4002,-18.4183,-21.0808,-13.7558,-16.3933,-20.8013,-18.6719,-15.7081,-15.0504,-20.0159,-19.7371,-14.9421,-17.3187,-17.809
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",4.956,1.5521,0.313200000000002,-3.2858,3.5314,4.26139999999999,5.8531,3.2822,1.0353,-0.4497,-1.2374,-1.5189,-3.9196,-3.97110000000001,1.8912,-5.0913,-2.24140000000001,-4.3276,-9.2334,-6.1,-1.21420000000001,-2.2129,-1.2762,4.4481,0.885299999999994,-0.174500000000002,-1.1536,-1.9026,-5.2847,-5.6583,-2.7731,-1.7912,-4.4537,2.8713,0.233699999999999,-4.1742,-2.0448,0.918999999999999,1.5767,-3.3888,-3.11,1.685,-0.691600000000001,-1.1819
