"","3 Y 2018-01-02 to 2021-01-07","3 Y 2018-02-02 to 2021-02-07","3 Y 2018-03-05 to 2021-03-07","3 Y 2018-04-02 to 2021-04-07","3 Y 2018-05-02 to 2021-05-07","3 Y 2018-06-04 to 2021-06-07","3 Y 2018-07-02 to 2021-07-07","3 Y 2018-08-02 to 2021-08-07","3 Y 2018-09-03 to 2021-09-07","3 Y 2018-10-03 to 2021-10-07","3 Y 2018-11-02 to 2021-11-07","3 Y 2018-12-03 to 2021-12-07","3 Y 2019-01-02 to 2022-01-07","3 Y 2019-02-04 to 2022-02-07","3 Y 2019-03-05 to 2022-03-07","3 Y 2019-04-02 to 2022-04-07","3 Y 2019-05-02 to 2022-05-07","3 Y 2019-06-03 to 2022-06-07","3 Y 2019-07-02 to 2022-07-07","3 Y 2019-08-02 to 2022-08-07","3 Y 2019-09-03 to 2022-09-07","3 Y 2019-10-03 to 2022-10-07","3 Y 2019-11-04 to 2022-11-07","3 Y 2019-12-02 to 2022-12-07","3 Y 2020-01-02 to 2023-01-07","3 Y 2020-02-03 to 2023-02-07","3 Y 2020-03-02 to 2023-03-07","3 Y 2020-04-03 to 2023-04-07","3 Y 2020-05-04 to 2023-05-07","3 Y 2020-06-02 to 2023-06-07","3 Y 2020-07-02 to 2023-07-07","3 Y 2020-08-03 to 2023-08-07","3 Y 2020-09-02 to 2023-09-07","3 Y 2020-10-05 to 2023-10-07","3 Y 2020-11-02 to 2023-11-07","3 Y 2020-12-02 to 2023-12-07","3 Y 2021-01-04 to 2024-01-07","3 Y 2021-02-02 to 2024-02-07","3 Y 2021-03-02 to 2024-03-07","3 Y 2021-04-05 to 2024-04-07","3 Y 2021-05-03 to 2024-05-07","3 Y 2021-06-02 to 2024-06-07","3 Y 2021-07-02 to 2024-07-07","3 Y 2021-08-02 to 2024-08-07"
"P Information Ratio",-0.01,-0.53,0.11,0.08,0.55,0.31,0.28,0.78,0.5,0.97,0.79,1,0.56,0.47,0.51,0.31,0.42,0.42,0.39,1.08,0.83,0.91,0.71,0.77,0.35,0.34,0.56,1.12,0.82,0.72,0.62,1.53,1.33,1.33,1.14,1.24,1.79,1.57,1.63,1.48,0.84,1.11,0.58,0.19
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.21,-0.33,-0.18,-0.02,0.38,0.27,0.46,0.56,0.56,0.47,0.46,0.7,0.43,0.28,0.47,0.16,0.35,0.38,0.43,0.95,0.79,0.69,0.58,0.44,0.29,0.57,0.79,0.67,0.39,0.22,0.3,0.7,0.58,0.69,0.58,0.84,1.17,1.12,0.82,0.75,0.63,0.65,0.32,0.2
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.01,0.86,1.16,1.28,0.91,0.92,0.81,0.89,0.91,1.15,1.02,0.97,1.01,1.09,1.26,1.41,1.23,1.35,1.44,1.25,1.25,1.33,1.19,1.14,1.1,1.12,1.08,1.02,1.08,1.18,1.15,1.03,1.07,1.12,1.01,1,0.84,0.87,0.9,0.96,0.91,0.9,0.9,0.96
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",88.18,79.35,92.26,88.61,84.81,86.71,79.64,84.01,83.17,87.39,86.87,83.42,83.15,87.41,87.78,85.73,86.27,82.86,83.02,82.85,83.53,84.78,83.07,87.72,81.5,78.08,67.73,72.78,81.4,74.68,79.56,80.18,83.33,83.14,77.79,75.42,73.33,67.85,75.71,81.64,76.01,79.14,79.87,75.77
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-32.4259,-36.9361,-37.2081,-41.2567,-32.7135,-32.2211,-29.7173,-31.3655,-32.1215,-37.2841,-35.0944,-32.6071,-34.7985,-37.561,-42.621,-47.1202,-41.9777,-44.5748,-47.851,-41.4238,-42.9503,-44.7738,-40.5517,-39.2528,-37.9903,-39.8608,-35.4149,-15.8676,-16.938,-21.7833,-20.6911,-16.8826,-18.1514,-18.6881,-19.8436,-16.4514,-16.3121,-16.0741,-16.7218,-15.7867,-16.6199,-15.9312,-17.8011,-18.7093
"B Max Drawdown",-38.0701,-38.0701,-38.07,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271
"MD DIFF(P-B)",5.6442,1.13399999999999,0.861899999999999,-3.18660000000001,5.3565,5.849,8.35279999999999,6.7045,5.9486,0.785999999999994,2.9757,5.46299999999999,3.2716,0.509099999999997,-4.55090000000001,-9.0501,-3.9076,-6.50470000000001,-9.7809,-3.3537,-4.8802,-6.7038,-2.4816,-1.1827,0.0797999999999988,-2.3669,-2.6825,0.759499999999999,-0.3109,-5.1562,-4.064,-0.255500000000001,-1.5243,-2.061,-3.2166,0.175699999999999,0.314999999999998,0.552999999999997,-0.0947000000000031,0.840399999999999,0.00719999999999743,0.695899999999998,-1.174,-2.0822
