"","1 Y 2017-07-24 to 2018-07-25","1 Y 2017-08-24 to 2018-08-25","1 Y 2017-09-25 to 2018-09-25","1 Y 2017-10-24 to 2018-10-25","1 Y 2017-11-24 to 2018-11-25","1 Y 2017-12-26 to 2018-12-25","1 Y 2018-01-24 to 2019-01-25","1 Y 2018-02-26 to 2019-02-25","1 Y 2018-03-26 to 2019-03-25","1 Y 2018-04-24 to 2019-04-25","1 Y 2018-05-24 to 2019-05-25","1 Y 2018-06-25 to 2019-06-25","1 Y 2018-07-24 to 2019-07-25","1 Y 2018-08-24 to 2019-08-25","1 Y 2018-09-24 to 2019-09-25","1 Y 2018-10-24 to 2019-10-25","1 Y 2018-11-26 to 2019-11-25","1 Y 2018-12-24 to 2019-12-25","1 Y 2019-01-24 to 2020-01-25","1 Y 2019-02-25 to 2020-02-25","1 Y 2019-03-25 to 2020-03-25","1 Y 2019-04-24 to 2020-04-25","1 Y 2019-05-24 to 2020-05-25","1 Y 2019-06-24 to 2020-06-25","1 Y 2019-07-24 to 2020-07-25","1 Y 2019-08-26 to 2020-08-25","1 Y 2019-09-24 to 2020-09-25","1 Y 2019-10-24 to 2020-10-25","1 Y 2019-11-25 to 2020-11-25","1 Y 2019-12-24 to 2020-12-25","1 Y 2020-01-24 to 2021-01-25","1 Y 2020-02-24 to 2021-02-25","1 Y 2020-03-24 to 2021-03-25","1 Y 2020-04-24 to 2021-04-25","1 Y 2020-05-26 to 2021-05-25","1 Y 2020-06-24 to 2021-06-25","1 Y 2020-07-24 to 2021-07-25","1 Y 2020-08-24 to 2021-08-25","1 Y 2020-09-24 to 2021-09-25","1 Y 2020-10-26 to 2021-10-25","1 Y 2020-11-24 to 2021-11-25","1 Y 2020-12-24 to 2021-12-25","1 Y 2021-01-25 to 2022-01-25","1 Y 2021-02-24 to 2022-02-25","1 Y 2021-03-24 to 2022-03-25","1 Y 2021-04-26 to 2022-04-25"
"P Information Ratio",0.45,1.64,0.86,0.54,0.31,0.39,0.27,-0.6,-1.39,-0.7,-0.01,0.09,-0.11,0.19,1.01,1.57,0.63,0.86,1.53,1.53,1.07,1.74,1.71,2.08,3.81,3.96,3.77,1.05,1.96,1.48,0.65,1.22,5.41,4.62,4.74,4.01,1.79,2.54,1.97,3.38,2.24,1.36,2.28,-0.3,0,-0.41
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.64,0.35,0.77,0.41,0.39,0.13,0.43,-0.42,-0.53,-0.55,-0.24,-0.08,-0.16,-0.18,1.09,0.3,0.54,0.64,0.75,1.08,0.66,1.11,1.54,1.83,3.46,2.97,3.8,1,1.24,0.94,0.54,0.8,0.37,5.68,6.83,5.76,2.93,3.12,2.78,2.29,2.66,1.72,2.41,0.96,-0.04,0.51
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.03,1.17,0.85,1.02,1.01,0.94,1.04,1.19,1.19,1.08,1.14,1.08,1.34,1.03,0.89,0.86,0.86,0.83,0.72,0.95,1.13,0.99,0.99,0.97,1.09,1.04,1.1,1,0.96,1.03,1.04,0.88,1.51,0.83,0.57,0.82,1.02,1.03,0.86,0.94,0.43,0.86,0.77,0.29,0.8,0.72
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",61.54,86.35,70.28,70.95,69.66,73.74,72.49,78.04,86.25,70.97,65.21,70.89,78.49,75.88,66.19,64.58,60.43,54.04,45.78,49,63.45,91.44,92.44,93.37,93.67,87.83,84.79,93.25,93.04,94.45,95.78,93.56,81.03,15.52,2.2,16.05,18.11,23.31,38.26,50.75,24.23,40.11,35.61,-2.75,54.31,62.42
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-7.2131,-7.9242,-7.9279,-17.5881,-17.2829,-16.5404,-16.5616,-18.2151,-18.1399,-15.7698,-17.5229,-16.7068,-19.3645,-15.7169,-9.5249,-9.2287,-8.8715,-8.0403,-7.2308,-10.4664,-37.4433,-34.8727,-33.3486,-32.4375,-35.6559,-34.5844,-35.0295,-35.4144,-33.8959,-34.9249,-35.3275,-29.4429,-8.5739,-7.9255,-7.4593,-8.7696,-16.4096,-14.6999,-7.8188,-6.9274,-5.8195,-9.3516,-9.2472,-20.8792,-18.0324,-14.6926
"B Max Drawdown",-9.3683,-9.3683,-9.3683,-13.7493,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-11.2775,-11.2775,-11.2775,-11.2775,-11.2775,-11.2775,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-37.6068,-35.4525,-7.3471,-7.3471,-6.9018,-6.9018,-6.9018,-6.9018,-6.3375,-6.3375,-6.3375,-10.2422,-10.2422,-12.5,-14.3334,-14.3333
"MD DIFF(P-B)",2.1552,1.4441,1.4404,-3.8388,-3.304,-2.5615,-2.5827,-4.2362,-4.161,-1.7909,-3.544,-2.7279,-5.3856,-1.738,1.7526,2.0488,2.406,3.2372,4.0467,0.8111,0.862200000000001,3.4328,4.9569,5.868,2.6496,3.7211,3.276,2.8911,4.4096,3.3806,2.2793,6.0096,-1.2268,-0.5784,-0.5575,-1.8678,-9.5078,-7.7981,-1.4813,-0.589899999999999,0.518000000000001,0.890600000000001,0.995000000000001,-8.3792,-3.699,-0.359300000000001
