"","1 Y 2017-07-24 to 2018-07-25","1 Y 2017-08-24 to 2018-08-25","1 Y 2017-09-25 to 2018-09-25","1 Y 2017-10-24 to 2018-10-25","1 Y 2017-11-24 to 2018-11-25","1 Y 2017-12-26 to 2018-12-25","1 Y 2018-01-24 to 2019-01-25","1 Y 2018-02-26 to 2019-02-25","1 Y 2018-03-26 to 2019-03-25","1 Y 2018-04-24 to 2019-04-25","1 Y 2018-05-24 to 2019-05-25","1 Y 2018-06-25 to 2019-06-25","1 Y 2018-07-24 to 2019-07-25","1 Y 2018-08-24 to 2019-08-25","1 Y 2018-09-24 to 2019-09-25","1 Y 2018-10-24 to 2019-10-25","1 Y 2018-11-26 to 2019-11-25","1 Y 2018-12-24 to 2019-12-25","1 Y 2019-01-24 to 2020-01-25","1 Y 2019-02-25 to 2020-02-25","1 Y 2019-03-25 to 2020-03-25","1 Y 2019-04-24 to 2020-04-25","1 Y 2019-05-24 to 2020-05-25","1 Y 2019-06-24 to 2020-06-25","1 Y 2019-07-24 to 2020-07-25","1 Y 2019-08-26 to 2020-08-25","1 Y 2019-09-24 to 2020-09-25","1 Y 2019-10-24 to 2020-10-25","1 Y 2019-11-25 to 2020-11-25","1 Y 2019-12-24 to 2020-12-25","1 Y 2020-01-24 to 2021-01-25","1 Y 2020-02-24 to 2021-02-25","1 Y 2020-03-24 to 2021-03-25","1 Y 2020-04-24 to 2021-04-25","1 Y 2020-05-26 to 2021-05-25","1 Y 2020-06-24 to 2021-06-25","1 Y 2020-07-24 to 2021-07-25","1 Y 2020-08-24 to 2021-08-25","1 Y 2020-09-24 to 2021-09-25","1 Y 2020-10-26 to 2021-10-25","1 Y 2020-11-24 to 2021-11-25","1 Y 2020-12-24 to 2021-12-25","1 Y 2021-01-25 to 2022-01-25","1 Y 2021-02-24 to 2022-02-25","1 Y 2021-03-24 to 2022-03-25","1 Y 2021-04-26 to 2022-04-25"
"P Information Ratio",-1.63,-0.37,-0.66,-0.96,-0.8,-0.94,-1.08,-1.24,-0.99,-1.12,-0.85,-1.12,-0.49,-1.72,-2.04,-0.83,-0.59,-0.42,0.2,-0.05,-0.04,-0.75,-0.21,-0.39,-0.41,-0.02,-0.01,0.25,-0.03,0.13,0.08,1.7,4.41,5.05,3.86,4.28,4.3,2.45,2.9,3.45,3.58,2.52,0.65,-0.01,-1.42,-1.97
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.69,-0.67,-0.53,-1.93,-1.54,-1.74,-1.89,-1.08,-0.92,-1.11,-0.16,-1.74,-0.94,-2.1,-2.44,-1.41,-0.71,-0.84,-0.35,0.07,-0.49,-1.27,0.83,-0.24,0.49,-0.42,1.53,1.16,0.27,0.37,0.08,2.19,3.31,3.71,1.38,3.56,4.3,1.07,-0.74,0.29,1.12,3.36,0.2,0.54,-0.69,-1.17
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.72,0.39,0.59,0.87,0.42,0.44,0.62,0.74,0.63,0.76,0.59,0.77,0.74,1.26,1.07,1.36,1.63,1.62,1.75,1.24,1.83,1.12,1.43,1.47,1.24,1.45,1.63,1.64,1.52,1.32,1.12,1.38,1.46,1.59,2.2,1.48,1.58,1.72,2.02,1.9,1.28,1.28,1.32,0.72,0.9,0.8
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",18.11,-2.29,0.05,19.9,1.85,4.74,21.06,32.18,12.52,53.25,13.57,17.74,17.45,72.33,47.1,59.82,63.06,61.35,43.43,23.33,45.82,70.02,77.91,79.16,73.38,76.65,78.12,74.86,78.08,78.29,65.61,78.91,36.98,42.19,50.83,34.33,40.7,61.38,72.43,71.54,67.22,40.72,53.37,22.45,50.31,54.9
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.0373,-17.6389,-20.3344,-24.5419,-24.2984,-24.6863,-28.76,-21.7403,-17.3683,-21.1078,-19.2339,-20.7512,-19.1323,-31.5355,-30.6783,-26.91,-27.0703,-27.2848,-29.8272,-23.8875,-43.2919,-44.3386,-47.8183,-50.0776,-49.318,-55.5274,-56.2318,-53.6676,-52.8772,-49.7786,-44.9116,-41.5774,-11.7926,-12.355,-13.7623,-11.5127,-11.9841,-11.2982,-9.6504,-8.4448,-8.9643,-14.9715,-12.988,-13.867,-21.3391,-21.4037
"B Max Drawdown",-9.3683,-9.3683,-9.3683,-13.7493,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-11.2775,-11.2775,-11.2775,-11.2775,-11.2775,-11.2775,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-37.6068,-35.4525,-7.3471,-7.3471,-6.9018,-6.9018,-6.9018,-6.9018,-6.3375,-6.3375,-6.3375,-10.2422,-10.2422,-12.5,-14.3334,-14.3333
"MD DIFF(P-B)",-7.669,-8.2706,-10.9661,-10.7926,-10.3195,-10.7074,-14.7811,-7.7614,-3.3894,-7.1289,-5.255,-6.7723,-5.1534,-17.5566,-19.4008,-15.6325,-15.7928,-16.0073,-18.5497,-12.61,-4.9864,-6.0331,-9.5128,-11.7721,-11.0125,-17.2219,-17.9263,-15.3621,-14.5717,-11.4731,-7.3048,-6.1249,-4.4455,-5.0079,-6.8605,-4.6109,-5.0823,-4.3964,-3.3129,-2.1073,-2.6268,-4.7293,-2.7458,-1.367,-7.0057,-7.0704
