"","2 Y 2016-05-30 to 2018-06-04","2 Y 2016-06-30 to 2018-07-05","2 Y 2016-08-02 to 2018-08-04","2 Y 2016-08-30 to 2018-09-04","2 Y 2016-09-30 to 2018-10-05","2 Y 2016-10-31 to 2018-11-04","2 Y 2016-11-30 to 2018-12-05","2 Y 2016-12-30 to 2019-01-04","2 Y 2017-01-30 to 2019-02-04","2 Y 2017-03-02 to 2019-03-07","2 Y 2017-03-30 to 2019-04-04","2 Y 2017-05-01 to 2019-05-05","2 Y 2017-05-30 to 2019-06-04","2 Y 2017-06-30 to 2019-07-05","2 Y 2017-07-31 to 2019-08-04","2 Y 2017-08-30 to 2019-09-04","2 Y 2017-10-02 to 2019-10-05","2 Y 2017-10-30 to 2019-11-04","2 Y 2017-11-30 to 2019-12-05","2 Y 2018-01-02 to 2020-01-04","2 Y 2018-01-30 to 2020-02-04","2 Y 2018-03-02 to 2020-03-07","2 Y 2018-04-02 to 2020-04-04","2 Y 2018-04-30 to 2020-05-05","2 Y 2018-05-30 to 2020-06-04","2 Y 2018-07-03 to 2020-07-05","2 Y 2018-07-30 to 2020-08-04","2 Y 2018-08-30 to 2020-09-04","2 Y 2018-10-01 to 2020-10-05","2 Y 2018-10-30 to 2020-11-04","2 Y 2018-11-30 to 2020-12-05","2 Y 2018-12-31 to 2021-01-04","2 Y 2019-01-30 to 2021-02-04","2 Y 2019-03-04 to 2021-03-07","2 Y 2019-04-01 to 2021-04-04","2 Y 2019-04-30 to 2021-05-05","2 Y 2019-05-30 to 2021-06-04","2 Y 2019-07-02 to 2021-07-05","2 Y 2019-07-30 to 2021-08-04","2 Y 2019-08-30 to 2021-09-04","2 Y 2019-09-30 to 2021-10-05","2 Y 2019-10-30 to 2021-11-04","2 Y 2019-12-02 to 2021-12-05","2 Y 2019-12-30 to 2022-01-04","2 Y 2020-01-30 to 2022-02-04","2 Y 2020-03-02 to 2022-03-06","2 Y 2020-03-30 to 2022-04-04","2 Y 2020-04-30 to 2022-05-05","2 Y 2020-06-01 to 2022-06-04","2 Y 2020-06-30 to 2022-07-05","2 Y 2020-07-30 to 2022-08-04","2 Y 2020-08-31 to 2022-09-04"
"P Information Ratio",0.93,0.44,1.47,-0.33,-0.31,0.34,0.91,0.77,0.33,0.27,0.4,0.19,-0.05,-0.03,0.31,0.62,0.42,0.49,-0.31,-0.08,0.32,0.6,0.83,1.42,1.21,1.02,1.35,1.54,1.54,0.94,0.57,0.05,0,0.38,0.65,0.55,0.3,0.08,0.27,0.46,0.41,-0.01,0.14,-0.04,0.53,1.41,2.54,2.3,1.52,1.34,1.23,1.25
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.78,0.16,1.35,-0.2,-0.08,0.23,0.67,0.59,0.26,0.29,0.38,0.16,-0.15,0.26,0.74,0.65,0.69,0.48,-0.2,0.28,0.73,0.61,0.19,1.58,1.36,1.09,1.37,2.91,2.1,1.66,0.77,0.04,-0.14,0.17,0.48,0.25,0.09,0.43,0.48,0.35,0.21,-0.29,-0.18,-0.13,0.74,1.78,2.04,2.33,2.39,2.13,2.03,1.6
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.94,1.08,0.41,1.09,1.01,0.56,0.61,0.75,0.7,0.72,0.78,0.55,0.86,0.48,0.32,0.66,0.44,0.58,0.67,0.43,0.36,0.36,0.67,0.49,0.53,0.65,0.69,0.55,0.71,1.03,1.19,1.27,1.51,1.26,1.3,1.4,1.93,1.92,1.69,1.7,1.68,1.53,1.46,1.26,1.53,1.31,1.8,1.38,1.16,1.6,1.61,1.42
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",16.1,39.57,0.61,46.29,35.37,28.09,28.22,38.24,31.56,40.14,40.26,15.96,51.83,8.98,2.55,35.18,8.47,14.63,44.69,24.58,17.29,13.65,68.9,38.18,42.34,63.98,44.94,16.07,32.69,47.51,56.51,87.7,83.4,81.17,84.55,83.55,74.05,74.04,65.32,66.59,65.69,71.8,69.04,74.98,72.21,44.42,42.69,33.27,23.62,46.7,45.97,46.21
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.8799,-12.982,-10.424,-12.394,-12.4796,-12.4941,-13.6533,-12.7616,-13.008,-12.8626,-13.5743,-16.084,-15.7601,-18.1278,-17.3171,-14.6817,-15.5623,-16.0748,-15.7598,-11.5771,-12.4233,-12.4242,-32.4025,-20.9522,-23.1061,-26.0036,-28.7267,-22.7373,-24.3841,-30.9424,-37.3522,-38.9884,-42.97,-37.7693,-36.4927,-39.8103,-53.4934,-54.2749,-50.2172,-51.7969,-52.3311,-49.3548,-47.4076,-42.6014,-46.9197,-42.0219,-14.7538,-13.4203,-16.0363,-19.8355,-25.3557,-24.7616
"B Max Drawdown",-8.6428,-8.6428,-8.6428,-8.6428,-8.6428,-10.8629,-10.8629,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4446,-13.4447,-13.4446,-13.4446,-13.4446,-13.4446,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-31.3526,-7.7678,-7.7678,-10.2681,-14.7947,-16.7839,-16.7839
"MD DIFF(P-B)",-9.2371,-4.3392,-1.7812,-3.7512,-3.8368,-1.6312,-2.7904,0.683,0.4366,0.581999999999999,-0.1297,-2.6394,-2.3155,-4.6832,-3.8725,-1.2371,-2.1177,-2.6301,-2.3152,1.8675,1.0213,1.0204,3.324,14.7743,12.6204,9.7229,6.9998,12.9892,11.3424,4.7841,-1.6257,-3.2619,-7.2435,-2.0428,-0.766199999999998,-4.0838,-17.7669,-18.5484,-14.4907,-16.0704,-16.6046,-13.6283,-11.6811,-6.8749,-11.1932,-10.6693,-6.986,-5.6525,-5.7682,-5.0408,-8.5718,-7.9777
